"business.train...1.","Alcohol","Amb.romantic","Amb.intimate","Amb.classy","Amb.hipster","Amb.divey","Amb.touristy","Amb.trendy","Amb.upscale","Amb.casual","BYOB","BYOBCorkage","BikeParking","BusinessAcceptsBitcoin","BusinessAcceptsCreditCards","BusiParking.garage","BusiParking.street","BusiParking.validated","BusiParking.lot","BusiParking.valet","ByAppointmentOnly","Caters","Corkage","DogsAllowed","GoodForKids","GoodForMeal.dessert","GoodForMeal.latenight","GoodForMeal.lunch","GoodForMeal.dinner","GoodForMeal.breakfast","GoodForMeal.brunch","HasTV","NoiseLevel","Open24Hours","OutdoorSeating","RestaurantsAttire","RestaurantsCounterService","RestaurantsDelivery","RestaurantsGoodForGroups","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsTableService","RestaurantsTakeOut","WheelchairAccessible","WiFi","DietaryRestrictions.dairyfree","DietaryRestrictions.glutenfree","DietaryRestrictions.vegan","DietaryRestrictions.kosher","DietaryRestrictions.halal","DietaryRestrictions.soyfree","DietaryRestrictions.vegetarian"
63098,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","False","quiet",NA,"False","casual",NA,"True","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63161,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,"False","True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","True","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
63196,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"False","False","False","False","False","False","False","False","quiet",NA,"False","casual",NA,"True","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63240,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,NA,"True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
63250,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","True","average",NA,"False","casual",NA,"False","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
63285,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","False","quiet",NA,"False","casual",NA,"True","False","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
63353,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","False","False","False","False","average",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63359,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","True","quiet",NA,"False","casual",NA,"True","True","1","True","False","True","True","free",NA,NA,NA,NA,NA,NA,NA
63440,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","False","False","False","False","quiet",NA,"True","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63466,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","True","False","False","False","False","False","False","quiet",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63473,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","False","False","True","True","True","quiet",NA,"False","casual",NA,"False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
63749,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True",NA,NA,"True","False","False","False","False","False","False",NA,"quiet",NA,"True","casual",NA,NA,"True","1",NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA
63750,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True","True","no",NA,NA,NA,NA,NA,NA,NA
63777,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","False","False","False","False","average",NA,"True","casual",NA,"False","True","2","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63779,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","average",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,"free",NA,NA,NA,NA,NA,NA,NA
63868,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
63876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
63895,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63938,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True",NA,NA,NA,NA,NA,NA,"True",NA,NA,"False","False","False","False","True","False","False","False","quiet",NA,"False","casual",NA,"True","True","2","False","False","True","True","paid",NA,NA,NA,NA,NA,NA,NA
63940,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,"False","casual",NA,"True","False","2","False","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA
63959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
64009,"full_bar","False","False","False","False","False","False","True","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"False",NA,NA,"False","False","False","False","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
64018,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","True","average",NA,"True","casual",NA,"False","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
64067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","casual",NA,"False","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
64121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
64175,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","False","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
64279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,"False",NA,"2",NA,NA,"True","True","no",NA,NA,NA,NA,NA,NA,NA
64316,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","True","False","False","False","True","average",NA,"False","casual",NA,"True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
64339,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True",NA,NA,"False","casual",NA,"False","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
64342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True",NA,NA,"True","casual",NA,"True","True","1","True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
64373,"full_bar","False","False","False","False","False","False","False","False","True","False","no","True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
64397,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","True","True",NA,NA,"False","casual",NA,"False","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
64441,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,"yes_free","True",NA,"True","False","False","False","True","False",NA,"True","False",NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
64465,"full_bar","False","False","False","False","False","False","False","False","True",NA,"no","True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
64494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,"1","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA
64524,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"True","False","False","True","False","False","False","False","quiet",NA,"False","casual",NA,"True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
64569,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,"True","False","False","True","False","False","False","False","average",NA,"False","casual",NA,"True","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
64630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
64632,"beer_and_wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,"False","casual",NA,NA,"True","2","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA
64643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","True","False","False","False",NA,NA,NA,"False","casual",NA,"False","True","2","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA
64741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
64775,"none","False","False","False","False","True","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","True","False","False","True","False","True","quiet",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
64818,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","quiet",NA,"True","casual",NA,"True","False","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
64843,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,NA,"False","casual",NA,"True","True","2","False","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA
64845,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,"True",NA,NA,"False","False","False","False","False","False","False","True","average",NA,"False","casual",NA,"True","False","2","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
64931,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","True","False","True","False",NA,"True",NA,NA,"True","False","False","False","True","False","False","False","average",NA,"False","casual",NA,"True","True","2","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
65000,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","False","True","False","False","False","True","False",NA,"True",NA,"False","True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","False","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
65097,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"True","True","2","False",NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA
65131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"2",NA,NA,"True","False","free",NA,NA,NA,NA,NA,NA,NA
65137,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True","average",NA,"False","casual",NA,NA,"True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
65224,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"True","True","1","False","True","True",NA,"free",NA,NA,NA,NA,NA,NA,NA
65235,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","quiet",NA,"False","casual",NA,"False","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
65245,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"True","True","2","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
65255,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"False","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","False","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
65286,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"False","True","2","True","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
65371,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","True","average",NA,"False","casual",NA,NA,"True","2",NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA
65484,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","False","quiet",NA,"False","casual",NA,"True","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
65547,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","False","quiet",NA,"False","casual",NA,"False","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
65556,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","True",NA,NA,"False","casual",NA,"True","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
65575,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True",NA,NA,"False","casual",NA,"True","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
65740,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True",NA,NA,"True","casual",NA,"True","False","2","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
65793,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","True","True","True",NA,"free",NA,NA,NA,NA,NA,NA,NA
65849,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","False","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
65918,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","False","True","False","False","False","average",NA,"True","casual",NA,"True","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
65929,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","False","average",NA,"False","casual",NA,"True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
65953,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","True","False","True","False","True","True","average",NA,"True","casual",NA,"False","True","1","True","True","True",NA,"free",NA,NA,NA,NA,NA,NA,NA
65985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA
66090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66130,"full_bar","False","False","False","False","False","False","True","False","True",NA,NA,"True",NA,"True","True","False","False","False","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
66212,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False",NA,NA,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA,"False",NA,NA,NA,"True","1",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66218,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True","average",NA,"True","casual",NA,"False","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
66236,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
66264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
66327,"beer_and_wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,"quiet",NA,"False","casual",NA,"True","True","1","True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
66362,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","quiet",NA,"False","casual",NA,"True","False","2","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
66524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
66588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,NA,"False","casual",NA,"True","False","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
66669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66678,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","False","False","False","False","average",NA,"False","casual",NA,"True","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
66719,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","True","False","True","False",NA,NA,NA,NA,"True","False","False","True","True","False","False",NA,NA,NA,"False","casual",NA,"False","True","2","False","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA
66855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,"False","casual",NA,"False","True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
66989,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,"False","False","False","True","True","False","False","False","average",NA,"False","casual",NA,"True","False","2","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
66994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA
67056,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","True","False","False","False","True",NA,"False",NA,NA,"True","False","True","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","2","True","True","True",NA,"free",NA,NA,NA,NA,NA,NA,NA
67086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
67380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
67385,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","False","quiet",NA,"False","casual",NA,"True","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
67429,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
67432,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False","False","True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","True","quiet",NA,"False","casual",NA,"True","True","1","False","False","True","False","no",NA,NA,NA,NA,NA,NA,NA
67459,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,"loud",NA,"False","casual",NA,NA,"True",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67501,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False",NA,NA,NA,"casual",NA,"True","False","2","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
67541,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,"True","False","False","True","True","False","False","True","quiet",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
